"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Cyclosporine_H12"," 0.307436088","-0.578155119","-0.105322297","-0.2355470781"," 0.76569290","-0.363733316","-0.3534521808"," 0.1154699277","-0.3929468725"," 0.173941741"," 0.039641491","-0.3974784541","-0.027635873","-0.144180844","-0.116577384","-0.625692700","-0.409933053"," 0.169758974"," 0.4918307515"," 0.1516904722"," 0.296347311"," 0.069698869","-0.293779659","-0.816491808"," 0.4910823269"," 0.4542511818"," 0.2290336972","-0.342742577"," 0.223141956"," 1.2698025203"," 0.6025158924","-0.098164536","-0.398115705"," 0.112549794","-0.301788877"," 0.787684362"," 0.475463730"," 0.072127788","-0.040945058","-0.309144764","-0.271452050","-0.4750854462"," 1.645456257","-0.156425243","-0.138901274"," 1.0472640836","-0.24428952","-0.450294739","-0.2496763032","-0.23883171","-0.2968770674"," 0.235594843","-0.073384969"," 0.031875129","-0.081659826","-0.0983098309"," 2.280839e-01","-0.057432346","-0.091274235","-0.211490789","-0.160552360","-0.531700826","-4.708815e-01","-0.0141846338"," 0.79002524"," 0.1095067433","-0.345809057"," 0.909489570","-0.0091972990","-0.612866125"," 0.110580701"," 0.285604319","-0.5713518619","-0.082442121","-0.4135848546"," 0.456885635","-0.211894162","-0.157297061","-0.105592643"," 0.086700881"," 0.252237062","-0.455576091"," 0.767383599"," 0.010506836"," 0.012996657","-0.395091529","-0.231890509"," 0.046169472","-0.198763739","-1.06648302"," 0.319921066","-0.224863047","-0.2884829889","-0.130535161"," 0.288513537"," 3.290546e-02","-0.2393163659","-0.489840811"," 0.20801773","-3.529747e-03"," 0.390917337"," 0.312318910","-0.3521057173"," 0.117096079","-0.591677085","-0.318082375"," 0.747687820"," 0.1383348454"," 0.333816555"," 0.101832194","-0.3535199978","-0.388399139"," 0.183516587","-0.373806291","-0.371385447"," 0.10240635","-0.241569272","-0.1585474683","-0.0018244328","-0.354446879"," 0.563318741","-0.273596644"," 0.15931013","-0.371752533"," 0.899113938",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.377485860","-0.153617292","-0.4464169400"," 0.67482146","-0.203897861","-0.4641640930"," 0.0864762802","-0.2827453512","-0.088709418","-0.072540856","-0.2246667634"," 0.039200342","-0.436754322","-0.186069463","-0.621857459","-0.637665569","-0.032396804"," 0.5043612289"," 0.4651765554"," 0.377279651","-0.048899230"," 0.170746347","-0.802049561"," 0.5191693708"," 0.4868181551"," 0.5297607021","-0.292733490","-0.265849434"," 1.2637218112"," 0.5230548925","-0.177195054","-0.198027020"," 0.058641674","-0.322291559"," 0.634491646"," 0.021317453"," 0.418076491"," 0.045205538","-0.486115316","-0.389993345","-0.5225387117"," 1.516203183"," 0.083491181","-0.056244331"," 0.8334878405"," 0.02271504","-0.591296977","-0.2596939045"," 0.00300129","-0.2130406814"," 0.120255784"," 0.026735266","-0.009656373","-0.155929215","-0.3340917720"," 1.284038e-02","-0.242936526","-0.132529915"," 0.271377858","-0.251719187","-0.081914273","-4.209491e-01"," 0.0381844895","-0.29178863"," 0.0776350408","-0.604063051"," 0.938848317","-0.1726178632","-0.133503265"," 0.411158074"," 0.147906236","-0.2062263331","-0.380174481","-0.6357977563"," 0.118947015","-0.422628335","-0.034931189","-0.115636988","-0.036314951"," 0.044485198","-0.559113190"," 0.551689345","-0.131025569"," 0.302156075","-0.033999459"," 0.064857129","-0.081840745"," 0.035288272","-0.42738942"," 0.499326958","-0.019739670","-0.3487963060","-0.217616148","-0.577474422"," 2.966969e-02","-0.2521744762"," 0.099366400"," 0.32156310"," 2.801465e-01","-0.067828027","-0.460639723","-0.2565025271"," 0.089307946","-0.276714414","-0.512289122"," 0.057097767","-0.0542648444","-0.021131832"," 0.469519883"," 0.1870545931","-0.444917892","-0.122956804","-0.237836777","-0.234843336"," 0.27850278","-0.017603580","-0.1192678624","-0.0560219689","-0.288105741"," 0.440593428","-0.166179982"," 0.16779295","-0.301920249"," 0.843331978",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.063377111","-0.114105789","-0.2224055758"," 0.01690747","-0.371096125"," 0.0994814451"," 0.2635471707"," 0.1727433159","-0.401863338"," 0.462048410"," 0.4528711799"," 0.403854158","-0.045767421"," 0.198840944","-0.620774812","-0.557801375","-0.123587202","-0.0871893776"," 0.0378423338"," 0.227746087","-0.092247237","-0.218961137"," 0.697073286","-0.1254077216"," 0.2467293061"," 0.4411756933"," 0.043290847"," 0.047867413"," 0.3850349521"," 0.2816925242","-0.611689407","-0.134592973","-0.291711795","-0.269873575","-0.195846122"," 0.002395310","-0.058918684"," 0.053869366","-0.259148708"," 0.047914242"," 0.3687693052"," 0.489438438","-0.112854411","-0.141840555"," 0.5325770829","-0.10905529"," 0.171546114"," 0.0283552855","-0.21153986"," 0.3927940856","-0.284824847","-0.237450158","-0.244042409"," 0.433499658","-0.4904694396","-3.944865e-02"," 0.009957927"," 0.079060912","-0.279731923"," 0.147670072"," 0.250704367"," 3.347654e-02","-0.0224941301"," 0.10269607"," 0.5396383528","-0.344198877","-0.092827463"," 0.0631308532"," 0.507413678"," 0.262904423","-0.254545609","-0.1706773159","-0.235865058"," 0.2867754462","-0.315908126"," 0.286665020"," 0.214717362"," 0.235453545"," 0.263162245"," 0.507042046"," 0.580927888"," 0.430847753","-0.503513013","-0.037717100","-0.226383989"," 0.154979803","-0.196777767","-0.095195426","-0.15715159"," 0.124370121","-0.021935793"," 0.1062068834"," 0.238573894"," 0.257512880"," 3.159327e-01","-0.3692140454","-0.214675965"," 0.32814474"," 7.498264e-02"," 0.742278687"," 0.434797592","-0.1613477293"," 0.079003030","-0.028682864","-0.119486166"," 0.603751339","-0.0652309566","-0.279961344"," 0.315415967"," 0.1848341015"," 0.590981357","-0.402684074"," 0.009170612"," 0.298366829"," 0.31251018"," 0.152756594","-0.1229880596","-0.3739392399","-0.106856722","-0.074746406","-0.169254732"," 0.28824489","-0.424798244"," 0.331999359",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.226267999","-0.227446560"," 0.0021557398"," 0.16812422","-0.056443619"," 0.0151746991","-0.0572391699"," 0.2277454753","-0.563340855"," 0.007970343"," 0.0430039228"," 0.101005553","-0.063193112","-0.020134999","-0.139124810","-0.151136628","-0.147223424"," 0.1066385780","-0.0833811525","-0.092505228","-0.309328141"," 0.020436322"," 0.713662846","-0.1413620902"," 0.2619593648"," 0.0139096155","-0.037962081"," 0.459418693"," 0.2206552607"," 0.1549516809"," 0.177260713"," 0.006580137","-0.129642262"," 0.012438173","-0.252976418","-0.102846388","-0.096524182","-0.079970477"," 0.041000649"," 0.158571626"," 0.1453512720"," 0.023180707","-0.287543193","-0.199229659"," 0.6331612858"," 0.02368665"," 0.019691425","-0.1390729796","-0.02230266"," 0.2437528582","-0.042958017","-0.122728100","-0.021915056","-0.081499543","-0.1261524201","-1.145368e-01"," 0.012236324"," 0.091771746","-0.072426373"," 0.134510624"," 0.098697533"," 1.846799e-02","-0.0325424682"," 0.08665765"," 0.2397125382","-0.114814631"," 0.101228047"," 0.2081927418"," 0.146819645","-0.086705610","-0.148150204","-0.0955657429","-0.075005345","-0.0647755137"," 0.147573641"," 0.069288376"," 0.060881760"," 0.386662468","-0.098539544"," 0.099166768"," 0.482748675"," 0.178068424","-0.105938453","-0.075319907","-0.141251816"," 0.138898276"," 0.109063019","-0.219600727","-0.42919553","-0.074421924"," 0.038213757"," 0.3841286130"," 0.290097017"," 0.190288363"," 3.465024e-01","-0.2197578773"," 0.062988988"," 0.01323937"," 1.536291e-01"," 0.197964980"," 0.353313802","-0.0687264322","-0.022960508","-0.014569681"," 0.097604236"," 0.182258736","-0.0381918964","-0.088600413"," 0.019483183","-0.0878566483"," 0.136181228","-0.167050297","-0.050006373"," 0.091614678"," 0.23614422","-0.005235923","-0.0680931785","-0.1121759931","-0.117266675"," 0.047672213"," 0.161556703"," 0.02589517"," 0.086996676","-0.091949718",7,6,"Colchine"
"Colchine_H4","-0.001943864","-0.162104500","-0.127412700","-0.1608943753","-0.24936428"," 0.019376368"," 0.0188305716"," 0.0963443941","-0.0480541531","-0.015405860","-0.190548201"," 0.1419696071"," 0.060784888","-0.025481183"," 0.123759835","-0.257673193","-0.132741774","-0.090647149"," 0.2624733542","-0.0285508915","-0.043942423","-0.123162223","-0.124935445"," 0.128457458","-0.0304213000","-0.0093554048","-0.0288500812"," 0.266735401"," 0.382663256","-0.0373682365","-0.0744895061","-0.096879777","-0.193933279"," 0.052954571","-0.221143249","-0.391630702"," 0.079767047","-0.220609961"," 0.060325991"," 0.159456490","-0.074820715","-0.0660763624"," 0.340624945","-0.091993227","-0.039350692"," 0.7165530323","-0.04411301","-0.401212685"," 0.1591467501"," 0.22523318"," 0.1966023948"," 0.071737432","-0.008515589","-0.070595946"," 0.138176431"," 0.0509103930","-1.357577e-01","-0.010256706"," 0.125608230"," 0.112202956","-0.163583572"," 0.246252502","-1.092792e-01","-0.0641849422"," 0.07849881"," 0.2454836022"," 0.063272767","-0.034487899"," 0.0001920367"," 0.053505392"," 0.148146853","-0.101030570"," 0.0348807477"," 0.166159913","-0.0825718271","-0.394918736"," 0.458122462","-0.070824115"," 0.158474225"," 0.094749696"," 0.282316375"," 0.049852150"," 0.068104479"," 0.100272916","-0.079003072","-0.104830158","-0.203245626","-0.122923683","-0.030072345","-0.34004506"," 0.167243319"," 0.073469499"," 0.3141391489"," 0.234459037","-0.073962003"," 1.613721e-01","-0.0882998317"," 0.175622101"," 0.02199396"," 1.993906e-01"," 0.333174836"," 0.267621934","-0.0388800825"," 0.092485672","-0.291973657"," 0.094226716","-0.064943306","-0.1256516509","-0.078769483"," 0.012399944"," 0.1462768139"," 0.334807508"," 0.022863444"," 0.008716127","-0.116210192"," 0.07049436"," 0.164864763","-0.1679623964","-0.1974441942","-0.082766099"," 0.230487081"," 0.186902258"," 0.06155435","-0.074548556"," 0.076328255",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.181589953","-0.010508552","-0.0443723025","-0.27102785"," 0.024351087"," 0.0233595653"," 0.2231315980","-0.0871432019","-0.074481681"," 0.136865396"," 0.3169188854"," 0.020061619"," 0.211873994","-0.004593383","-0.034641290","-0.059244819"," 0.026990820"," 0.1104814753","-0.1414984702"," 0.137125316"," 0.022092074","-0.128297409","-0.004242378","-0.0138898192"," 0.1059885857"," 0.1070282884"," 0.247435038","-0.026437034"," 0.0328092538"," 0.0483797817"," 0.102405658","-0.069683866"," 0.084514048","-0.261273490","-0.223963834"," 0.060222206","-0.411306302"," 0.079758079","-0.152226270"," 0.079920168"," 0.0816906106"," 0.264665444","-0.089672908","-0.064694649"," 0.2528977147","-0.08741328","-0.055186028"," 0.1723798843","-0.09144410"," 0.0779982997","-0.076027027"," 0.051143917"," 0.059454506"," 0.062785099"," 0.0152668149"," 1.716051e-01","-0.045216515","-0.162161949"," 0.006378068"," 0.083501496"," 0.144325172","-1.546211e-01"," 0.0115922025"," 0.11697526"," 0.3242793308"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.217322592"," 0.149107142","-0.095292764","-0.1858711266"," 0.176286679"," 0.0252398836","-0.203869807"," 0.152383566"," 0.093067870"," 0.278193804"," 0.035809400"," 0.055728423"," 0.065437993"," 0.155656186","-0.156555205","-0.162418881","-0.165164784","-0.004185907","-0.065825485"," 0.024657361","-0.36349986"," 0.131334886"," 0.175716484"," 0.2170973746"," 0.028557897","-0.150249800"," 1.294614e-01","-0.1398266728"," 0.100820955"," 0.15672787"," 2.640561e-01"," 0.197047592","-0.053683027"," 0.0475669777"," 0.017804277","-0.187049967"," 0.003771761","-0.033119689","-0.1665077719","-0.022508618"," 0.065670001"," 0.0752243196"," 0.102711180"," 0.005215365","-0.118050596","-0.055305173"," 0.18022330"," 0.126666549","-0.0190252779","-0.1931018399","-0.179117146","-0.071902582"," 0.078776179","-0.10073225","-0.094056151"," 0.005205303",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.056922742","-0.141578180","-0.0117455532"," 0.05182466","-0.146337843","-0.0754419346"," 0.0425859403"," 0.1318359234","-0.075027890","-0.060388887"," 0.0695576815","-0.274205889"," 0.113058303"," 0.013561727","-0.167929020","-0.063705514","-0.088283228"," 0.0235580619","-0.2415768012","-0.040743255","-0.154799457"," 0.053740373"," 0.261236898","-0.0023394811"," 0.0180751669"," 0.0005176450"," 0.268605129"," 0.732641056","-0.1073666276","-0.0964305113"," 0.169312463","-0.062311738"," 0.060998870","-0.186291398"," 0.295196547"," 0.146336725"," 0.014233400","-0.094749909","-0.020071092","-0.052865071"," 0.0948203951"," 0.375007491","-0.201617489","-0.199866208"," 0.8771596730"," 0.03385067","-0.202004463"," 0.0875418829"," 0.10751585"," 0.1282643129","-0.125451707"," 0.041891064","-0.172823207","-0.044355337","-0.1276111481","-1.004836e-01","-0.206312319","-0.002320497","-0.021083768"," 0.145317272","-0.005665948"," 2.534592e-02","-0.1736751043"," 0.50136961"," 0.1291088501","-0.250615638"," 0.085592247"," 0.0312877940"," 0.005854509"," 0.008623166","-0.111748064","-0.0185613739","-0.073744520","-0.1036781512"," 0.042972250"," 0.260870885"," 0.108545804","-0.067333477","-0.329669717"," 0.139989052","-0.149065926","-0.075970283"," 0.065035757"," 0.092345465","-0.175623723","-0.013644347","-0.063934396","-0.077541792","-0.03468715","-0.005619798"," 0.085612523"," 0.3386004902"," 0.053488599","-0.017163281"," 9.278814e-02","-0.1677178295"," 0.165111475","-0.19097045"," 1.379211e-02"," 0.240075230"," 0.335920908"," 0.0761855908","-0.131461637","-0.213598050"," 0.283725408","-0.203505688","-0.0757011196","-0.269214302"," 0.076537683"," 0.0234705865"," 0.315577007","-0.160822381","-0.169416355"," 0.006716054","-0.05327725"," 0.023469305","-0.0274678016","-0.2477878681"," 0.025553314"," 0.007163578","-0.009232705","-0.07456704","-0.135887221"," 0.030614072",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.474650819","-0.079374456","-0.8655808065","-0.68370223"," 0.657535772"," 0.8409102365"," 0.4375950280","-0.1205319389"," 0.134853014","-0.648449042"," 0.1447745860"," 0.286440840"," 0.380738666"," 0.626132813"," 0.020346715"," 0.322907990","-0.605368730"," 0.4948905130","-0.5704677168","-0.185526994"," 0.322333731"," 1.238583480","-0.637859576"," 0.6431813550","-0.6084719110","-0.4575132967","-0.017054461","-1.468365438"," 0.0850714160"," 0.0498737545","-0.020533137","-0.113486045"," 0.260860824"," 1.296429254"," 0.346351105","-0.037918366","-1.316666834"," 0.126167422","-0.671586699","-0.477720642","-0.5616809394"," 0.505998030"," 0.149559256"," 0.681018715","-1.1197842767","-0.09827255","-0.676201132"," 0.3017269922"," 0.52669198","-0.2734901042"," 0.423797476"," 1.042563122"," 0.780973648","-0.401780929"," 0.2249391810","-1.967981e-01","-0.177938987"," 0.699883577"," 1.151577523","-0.322409918","-0.043204783"," 2.696076e-01","-0.0702360519"," 0.04572665","-0.3853396094","-0.213857006"," 0.213268243","-0.1321603609","-0.540312562"," 0.102910840"," 0.176376690"," 0.2725601057","-0.193828717","-0.5792707293","-0.744685940","-0.489547021","-0.047314927"," 2.028152066"," 0.233900273","-0.324927697","-0.397519460"," 0.083175370"," 0.227747450"," 0.864947072","-0.022159375"," 0.639565244"," 0.111671288"," 0.059713056","-1.12251236"," 0.549787066","-0.220772196","-0.7707462237"," 0.849210327","-1.128535347","-6.813784e-01"," 0.4559578588","-0.034011859"," 0.26615608","-1.315212e-01","-0.129760498","-0.601086408"," 0.5297296592","-0.328247634","-0.781154877","-0.466532564","-0.633311858"," 0.1165440076","-0.016135885","-0.235589265"," 0.0792936604","-0.047235252"," 1.246093403","-0.630713322","-0.567457243"," 0.46264974","-0.928817326"," 0.4465933847"," 0.0745221001"," 0.132041426","-0.143994928"," 0.014174401","-0.31638053","-0.098549986"," 0.218276674",8,7,"PMSF"
"PMSF_H2"," 0.055628060","-0.653973091"," 0.042742422","-0.5273214005","-0.45443042"," 0.930136961"," 0.1443225284"," 0.5004465913"," 0.6750565164","-0.317562550","-0.104669119"," 0.3740133039"," 0.236612457"," 0.341821380"," 0.150620029"," 0.138812014"," 0.080785514","-0.715612807"," 0.1148616460","-0.0004724186","-0.002940869","-0.345669169"," 1.183216765"," 0.139543020"," 0.3850626205","-0.5013948201","-0.2965792288"," 0.048572491","-2.171562075"," 0.1254721776"," 0.2232006414"," 0.457900067"," 0.101320188","-0.282704700"," 0.986072115"," 1.168068416"," 0.074587484","-1.515529087","-0.057129459","-0.905685405","-0.234304520"," 0.0742949641"," 0.647614079","-0.463880913"," 0.496598693","-1.2401931715","-0.22301942","-0.585932285"," 0.5694070453","-0.10724502"," 0.2656502283","-0.079534401"," 0.874152887"," 0.109658324"," 0.063067476","-0.9226393325","-2.120510e-01","-0.266420837"," 0.275779917"," 1.081724471"," 0.160206890","-0.014229612"," 2.415590e-01","-0.0271466493","-0.80413318","-0.3374310630","-0.466035331","-0.330167741"," 0.0099572942"," 0.644419592"," 0.611443460"," 0.121783287","-0.2601765487"," 0.034017374"," 0.1617767610","-0.382302633","-0.016900251"," 1.125059466"," 2.437812500"," 0.517526678","-0.060106917"," 0.434779144"," 0.531091674","-0.438827503"," 0.811982010"," 0.106473046"," 0.854374162","-0.303479333"," 0.031736510","-1.60405795"," 0.291365991","-0.182464897","-0.7718034762"," 1.278778446","-0.878902244","-9.508613e-01"," 0.1841113734","-0.591823237"," 0.19613816","-5.647090e-02"," 0.122609270","-0.714899744"," 0.9048633670","-0.432690170","-0.461710281","-1.065026893"," 0.338517793"," 0.1608310813","-0.535592227"," 0.101067514","-0.0923632487"," 0.163649849"," 0.736993914","-0.686865796","-0.121149940"," 0.76052930","-0.690488688","-0.0493120998"," 0.1034927632","-0.038465099","-0.627548307","-0.072852102","-0.58087267","-0.150060333"," 1.781348962",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.674288814","-0.100765683","-0.4869777049","-0.02321564"," 0.702945997"," 0.9076468858"," 0.6560696784"," 1.0429916138","-0.464754371","-0.269766742"," 0.3531057816","-0.258359429"," 0.125267204"," 0.210200010"," 0.173249466","-0.251917863","-0.928256747"," 0.1508118186"," 0.2694533325","-0.277795727","-0.478563365"," 1.288858803"," 0.275628055"," 0.4535132091","-0.5506541429","-0.3951462361","-0.027430252","-2.789447931"," 0.0479450693","-0.0597863967"," 0.775338481"," 0.107131899","-0.159166476"," 0.830646412"," 1.097288781"," 0.210712882","-1.174879046"," 0.139871182","-1.011182199"," 0.304469147"," 0.3451409858"," 0.742268086","-0.673065802"," 0.482705140","-1.3122856321","-0.29914901","-0.718913288"," 0.8416015532"," 0.02910867"," 0.2616051387","-0.323733170"," 1.044797156"," 0.066148430"," 0.165604744","-0.9108871143","-2.756711e-01","-0.624141637"," 0.149486395"," 0.511494692"," 0.320807024"," 0.132880707"," 4.337843e-01","-0.0453879506","-1.09919451","-0.2869777071","-0.669657889","-0.333752233","-0.0656887381"," 0.249809628"," 0.357433515"," 0.128595724"," 0.0779051323","-0.033005821"," 0.0492793828","-0.432881919"," 0.165717854"," 1.222131837"," 2.824920270"," 0.265872499"," 0.055409324"," 0.141830135"," 0.646835325","-0.513303347"," 0.885741974","-0.074536447"," 0.647519087","-0.692523272","-0.042245204","-1.65556760"," 0.231004049"," 0.030897743","-0.9670671936"," 1.283814924","-0.594384781","-6.837545e-01"," 0.3458411757","-0.445957350","-0.18971303","-7.282995e-02"," 0.108414833","-0.603656190"," 1.2153349578","-0.456117629","-0.027607867","-1.053554784","-0.129324679"," 0.1252434815","-0.633651624","-0.078886451"," 0.0892779860"," 0.385116472"," 0.747755773","-0.890655273","-0.017591712"," 0.90380319","-0.623064618","-0.3438866354"," 0.0235981756","-0.138076294","-1.046379206","-0.173213972","-0.95044156","-0.257051168"," 0.838674239",8,7,"PMSF"
"PMSF_H6","-0.149618302","-1.011765695","-0.607675630","-0.4834849047"," 0.36144176","-0.004514758"," 0.6394142237"," 0.8517712230"," 0.6822855530","-0.560455275","-0.055234025"," 0.1747028812","-1.110344088","-0.687624759"," 0.334646342"," 0.377813767","-0.160744062","-1.135356797"," 0.3439835983"," 0.8585530397","-0.958134956","-1.132871905"," 1.407769836"," 0.298179206"," 0.0649405875","-0.3473273611","-0.3899227210"," 0.288896159","-2.032925353","-0.3441935155","-0.0740266415"," 0.766171957","-0.221053837","-0.130403965"," 0.806970357"," 1.132796984"," 0.165659990","-1.126689570"," 0.150396251","-1.016796478"," 0.422516451"," 0.7447600549"," 0.686568952","-0.965035149"," 0.080226480","-0.7155969270","-0.20141652","-0.471276742"," 1.1467802526","-0.20150151"," 0.3366256204","-0.442232803"," 1.024786936","-0.101584412","-0.090672680","-0.8888445346","-2.984704e-01","-0.676706283","-0.004017084"," 0.075434660"," 0.743968952"," 0.197109380"," 5.783567e-01","-0.2630335327","-0.68730115","-0.1911741033","-0.436716843","-0.110369330"," 0.0523323291"," 0.518036426"," 0.388392604","-0.315224180"," 0.4764402936","-0.033477844","-0.4754485915","-0.181505335"," 0.174608263"," 1.387706901"," 2.907979408"," 0.331242221"," 0.230927294"," 0.819085246"," 0.268115250","-0.449840772"," 0.995909032","-0.226543278"," 0.232820835","-0.606506066","-0.159658157","-1.46522463"," 0.148631261","-0.148581924","-0.5329419085"," 1.258657327","-0.479191100","-5.717696e-01"," 0.3762585895","-0.507279219","-1.00040539","-7.595130e-02"," 0.149628719","-0.591125504"," 0.3911061764","-0.503982056"," 0.506436592","-0.848470693","-0.482136088"," 0.3164713139","-0.912712160","-0.059604420","-0.0410659736"," 0.547211520"," 0.632647338","-0.974569538","-0.093832314"," 0.91420271","-0.723553758","-1.0684926752"," 0.0450024804"," 0.045051861","-0.692969092","-0.073088507","-0.42156529","-0.460373211","-2.545232472",8,7,"PMSF"
